IP1,IP2,IP3,IP4,case
72,16,85,85,0
81,240,227,21,0
149,126,76,136,0
79,124,4,175,0
240,62,212,49,0
161,82,142,127,0
128,1,181,207,0
181,105,61,112,0
110,184,160,37,0
102,254,4,110,0
70,135,83,104,0
243,102,14,20,0
178,233,107,156,0
21,3,94,78,0
128,62,110,6,0
12,81,167,93,0
45,2,181,183,0
129,32,245,37,0
87,78,170,211,0
106,138,57,169,0
129,90,88,72,0
146,170,201,62,0
41,21,165,134,0
172,177,209,123,0
174,154,58,50,0
210,127,27,172,0
76,21,17,8,0
37,89,12,23,0
104,235,14,162,0
134,171,171,11,0
111,171,108,240,0
162,84,141,13,0
221,114,172,129,0
126,62,168,212,0
129,216,61,60,0
95,134,67,132,0
125,59,51,231,0
15,161,239,248,0
125,230,19,134,0
135,184,117,92,0
164,11,153,225,0
156,222,78,10,0
85,30,150,165,0
133,105,94,91,0
48,239,126,67,0
48,10,68,209,0
99,70,110,21,0
111,16,92,196,0
137,46,216,162,0
119,33,193,121,0
216,231,250,198,0
34,74,69,12,0
222,248,165,85,0
37,188,10,211,0
57,221,63,236,0
32,224,41,137,0
209,2,8,131,0
236,136,155,58,0
154,119,5,212,0
132,64,111,87,0
193,238,1,125,0
195,177,129,11,0
209,136,37,49,0
30,151,156,180,0
155,214,133,82,0
88,230,70,44,0
34,240,203,10,0
160,5,71,130,0
64,187,172,130,0
79,248,149,132,0
238,102,209,19,0
234,246,39,89,0
200,149,75,34,0
58,67,196,103,0
66,72,185,38,0
87,6,154,37,0
169,240,8,209,0
128,61,212,151,0
7,93,174,121,0
72,118,191,105,0
175,200,242,79,0
140,238,205,5,0
102,122,19,64,0
171,94,226,5,0
61,142,76,16,0
151,122,90,223,0
50,97,142,159,0
44,139,233,254,0
74,210,10,249,0
9,114,187,64,0
200,145,103,116,0
8,4,229,182,0
22,38,228,3,0
217,42,33,85,0
80,36,91,251,0
55,71,63,243,0
107,193,114,190,0
179,250,220,153,0
182,126,27,156,0
208,250,207,115,0
13,47,207,183,0
150,244,231,230,0
202,179,164,170,0
164,110,64,49,0
20,152,45,232,0
19,172,146,29,0
13,144,65,123,0
145,19,33,125,0
39,57,22,164,0
156,148,98,176,0
119,3,34,214,0
156,40,222,61,0
34,221,198,249,0
167,178,160,47,0
108,197,82,34,0
155,58,19,144,0
247,28,186,192,0
168,50,14,195,0
240,233,215,53,0
169,17,188,253,0
2,135,23,205,0
26,20,200,251,0
78,23,85,247,0
53,30,198,116,0
77,218,124,76,0
246,121,61,177,0
31,104,237,230,0
34,59,154,168,0
199,92,128,61,0
4,23,194,221,0
164,19,157,170,0
147,186,209,248,0
39,38,199,223,0
224,217,193,168,0
240,161,176,121,0
167,192,207,202,0
112,26,176,81,0
4,52,219,58,0
186,110,36,251,0
176,33,19,233,0
30,120,45,58,0
147,69,109,235,0
118,220,129,246,0
114,196,51,64,0
88,185,46,2,0
190,11,203,172,0
55,32,99,200,0
114,220,206,20,0
124,235,118,112,0
81,208,156,115,0
100,182,120,228,0
4,232,196,158,0
109,235,56,86,0
128,56,133,213,0
226,158,200,241,0
157,55,117,6,0
232,77,29,186,0
43,167,72,142,0
200,95,185,217,0
193,27,54,110,0
172,188,136,169,0
7,226,36,207,0
168,41,55,229,0
18,234,117,77,0
110,31,106,9,0
180,29,15,2,0
244,32,89,137,0
7,40,231,70,0
229,255,133,239,0
127,80,88,149,0
141,90,236,119,0
173,179,199,236,0
216,108,38,66,0
146,175,26,5,0
73,4,48,1,0
67,191,145,12,0
62,98,176,215,0
196,152,166,171,0
114,226,174,241,0
217,207,3,35,0
69,15,245,188,0
225,26,245,111,0
211,92,82,63,0
56,127,138,80,0
74,106,2,96,0
89,240,166,251,0
247,32,160,144,0
123,6,194,26,0
209,246,174,16,0
6,50,29,25,0
160,247,12,40,0
103,117,93,95,0
161,175,120,254,0
231,162,109,43,0
152,94,22,163,0
24,193,97,4,0
149,201,39,159,0
249,107,113,245,0
138,85,153,115,0
228,89,87,181,0
76,21,77,12,0
205,154,222,19,0
34,38,106,242,0
253,208,25,18,0
217,198,198,125,0
46,30,25,121,0
137,106,245,88,0
204,227,19,199,0
148,86,175,31,0
37,18,28,187,0
186,219,227,212,0
105,43,61,66,0
211,83,58,169,0
82,120,151,228,0
178,114,61,207,0
137,32,209,170,0
125,33,208,79,0
168,10,164,87,0
230,52,88,122,0
132,11,199,71,0
114,61,239,10,0
181,159,87,76,0
234,166,234,20,0
60,171,187,104,0
39,59,5,32,0
136,56,31,204,0
6,80,133,1,0
222,59,56,78,0
53,35,102,75,0
164,137,85,50,0
110,130,242,56,0
86,191,28,20,0
184,129,51,10,0
95,171,20,227,0
175,76,151,102,0
120,193,139,159,0
174,179,198,214,0
146,167,123,228,0
5,189,236,19,0
99,14,46,92,0
225,84,55,58,0
191,241,141,33,0
159,96,201,186,0
85,236,94,226,0
87,90,79,7,0
174,14,58,133,0
17,234,138,95,0
187,138,102,61,0
177,140,103,178,0
75,235,81,117,0
179,188,83,166,0
160,61,118,21,0
59,19,167,78,0
220,231,94,21,0
63,191,207,169,0
162,10,59,61,0
22,106,188,19,0
183,89,13,46,0
69,127,251,161,0
153,137,227,252,0
252,143,252,118,0
207,93,25,178,0
11,127,227,240,0
5,194,242,205,0
115,159,195,73,0
171,33,87,235,0
170,243,152,180,0
199,20,220,213,0
114,84,65,103,0
98,103,105,128,0
215,194,197,63,0
253,163,105,179,0
209,1,103,37,0
129,193,18,157,0
241,235,236,68,0
156,107,72,184,0
170,12,97,113,0
179,75,104,216,0
117,31,147,234,0
180,59,222,77,0
236,73,135,53,0
156,194,152,202,0
233,31,94,216,0
81,9,211,159,0
134,222,124,52,0
186,24,209,41,0
137,28,59,91,0
209,250,49,204,0
204,34,22,107,0
157,229,179,251,0
6,200,106,209,0
222,14,212,195,0
130,63,63,98,0
111,248,105,114,0
239,244,37,43,0
93,137,119,12,0
85,254,163,76,0
172,47,36,72,0
186,209,148,51,0
127,133,173,201,0
253,19,161,23,0
122,185,250,226,0
175,228,202,210,0
128,158,225,65,0
249,130,214,173,0
33,17,27,58,0
96,241,164,84,0
14,10,35,139,0
254,72,43,68,0
177,236,205,23,0
15,157,61,143,0
124,148,216,188,0
107,102,7,159,0
188,103,182,28,0
75,234,110,218,0
48,103,128,246,0
15,93,75,40,0
119,243,167,6,0
208,134,253,171,0
146,201,76,133,0
89,152,233,145,0
43,93,220,113,0
26,156,129,101,0
235,83,40,228,0
203,153,105,22,0
80,249,45,139,0
166,115,116,239,0
53,8,144,218,0
79,110,157,210,0
63,247,232,131,0
214,244,197,64,0
190,88,254,137,0
111,87,184,205,0
67,111,238,249,0
126,85,1,207,0
39,22,65,189,0
17,78,118,188,0
166,62,76,158,0
215,92,43,107,0
85,185,74,231,0
125,184,88,110,0
231,64,1,142,0
38,108,86,179,0
238,205,125,124,0
104,191,152,252,0
123,182,151,146,0
66,167,159,250,0
241,174,145,161,0
4,102,254,163,0
134,97,117,143,0
104,215,208,158,0
23,99,104,26,0
37,22,154,86,0
183,83,216,93,0
59,235,114,168,0
10,3,13,235,0
120,56,199,121,0
175,51,230,30,0
90,70,49,233,0
16,66,215,37,0
63,16,67,157,0
178,98,54,165,0
50,49,118,231,0
173,68,41,124,0
249,177,193,17,0
94,106,104,102,0
178,67,80,9,0
100,2,69,107,0
162,192,13,117,0
38,39,155,47,0
10,90,53,58,0
83,68,65,189,0
223,42,182,188,0
173,56,99,90,0
152,215,217,37,0
191,129,87,219,0
109,230,216,108,0
229,162,2,224,0
119,77,74,176,0
19,254,111,118,0
157,181,144,60,0
148,6,176,178,0
12,240,179,20,0
86,81,155,102,0
23,88,69,7,0
84,32,145,208,0
97,139,31,243,0
229,176,251,33,0
54,199,179,250,0
79,101,52,10,0
190,144,24,157,0
49,224,87,225,0
56,5,115,23,0
83,174,25,241,0
67,1,109,186,0
81,236,77,137,0
5,205,241,133,0
133,135,59,85,0
116,106,4,159,0
204,52,214,29,0
50,104,130,15,0
14,146,44,91,0
53,137,20,149,0
100,246,183,26,0
4,14,249,61,0
230,116,86,246,0
125,39,108,99,0
16,209,25,183,0
9,254,170,52,0
168,236,119,227,0
172,18,55,185,0
52,41,133,183,0
98,16,201,235,0
10,223,155,16,0
247,103,220,37,0
88,77,112,5,0
252,74,31,48,0
253,99,184,111,0
36,168,209,118,0
5,166,167,220,0
246,86,148,247,0
153,15,52,143,0
70,102,40,188,0
243,135,197,67,0
101,127,107,103,0
59,211,102,41,0
74,12,200,190,0
54,136,207,168,0
196,107,131,5,0
199,114,215,155,0
133,252,4,19,0
198,126,185,183,0
27,136,225,36,0
117,250,128,79,0
99,84,182,86,0
209,3,246,123,0
10,98,230,75,0
9,237,184,160,0
52,118,4,189,0
65,149,124,233,0
179,218,227,193,0
84,239,46,144,1
190,1,203,180,1
182,229,10,141,1
23,129,64,138,1
94,102,49,190,1
220,88,1,208,1
143,110,159,86,1
218,146,13,72,1
103,158,57,10,1
37,157,220,156,1
101,36,177,84,1
43,153,38,186,1
104,249,156,250,1
210,97,42,238,1
167,86,94,107,1
43,154,183,138,1
20,40,81,0,1
121,137,74,48,1
45,183,193,1,1
43,156,49,75,1
128,199,1,140,1
42,200,66,164,1
207,154,205,186,1
186,154,4,20,1
112,26,240,59,1
117,63,55,44,1
190,129,122,95,1
211,253,27,169,1
88,87,89,202,1
122,154,253,5,1
83,139,6,147,1
103,179,57,150,1
39,91,166,193,1
118,41,244,169,1
43,153,76,36,1
188,217,170,136,1
191,242,105,131,1
118,45,205,44,1
182,70,240,130,1
157,245,216,197,1
206,189,153,223,1
201,236,101,194,1
185,180,143,76,1
136,228,161,67,1
193,151,128,151,1
43,156,18,206,1
61,83,148,111,1
87,236,176,195,1
192,42,116,197,1
43,156,240,186,1
45,120,227,110,1
61,177,172,185,1
43,159,36,245,1
43,156,8,244,1
43,130,148,100,1
103,176,78,202,1
123,142,3,142,1
138,197,66,68,1
43,153,115,82,1
43,156,98,81,1
104,225,158,203,1
143,110,241,56,1
43,135,172,127,1
161,82,233,183,1
171,244,28,26,1
185,220,101,51,1
181,143,124,2,1
64,226,103,2,1
82,207,8,218,1
211,110,140,200,1
61,162,52,98,1
190,129,60,125,1
61,72,55,130,1
103,181,14,250,1
61,80,248,114,1
43,133,32,139,1
125,209,73,250,1
43,130,6,158,1
104,248,92,191,1
192,3,103,63,1
43,134,168,223,1
159,65,206,41,1
192,81,211,185,1
97,64,22,63,1
130,211,218,46,1
43,130,40,241,1
121,146,142,226,1
129,226,214,79,1
43,159,40,244,1
92,255,195,59,1
174,107,143,244,1
45,15,157,177,1
167,99,1,98,1
187,1,67,81,1
165,154,8,112,1
8,222,199,27,1
103,31,226,155,1
43,159,32,200,1
165,22,221,240,1
180,101,184,124,1
161,35,213,124,1
43,155,161,84,1
27,215,86,78,1
125,228,6,238,1
170,64,131,167,1
213,226,123,71,1
58,19,198,148,1
14,42,169,238,1
81,183,67,35,1
43,154,134,119,1
14,161,33,35,1
138,68,178,64,1
118,27,9,23,1
36,140,61,207,1
110,45,146,223,1
185,180,143,73,1
87,236,176,3,1
43,134,100,206,1
45,88,177,12,1
94,101,177,146,1
124,137,205,60,1
147,182,218,64,1
218,158,123,34,1
64,227,7,1,1
43,155,183,246,1
134,122,17,178,1
87,236,176,218,1
181,53,252,98,1
43,154,45,205,1
43,156,0,77,1
218,145,61,20,1
167,94,146,55,1
112,133,225,72,1
103,221,255,105,1
36,112,208,70,1
103,106,104,19,1
199,249,230,158,1
159,89,162,15,1
52,140,61,101,1
96,88,11,209,1
190,104,31,10,1
62,33,81,160,1
223,75,226,107,1
118,69,71,109,1
121,184,87,70,1
23,129,64,228,1
128,199,38,92,1
222,105,241,141,1
122,96,31,130,1
51,158,243,73,1
87,236,176,158,1
185,17,229,65,1
203,229,206,22,1
178,128,86,163,1
170,210,45,123,1
192,42,116,200,1
80,227,99,162,1
209,141,48,26,1
185,129,61,2,1
43,156,160,3,1
43,128,229,157,1
118,193,31,154,1
202,157,184,38,1
185,126,8,102,1
135,0,208,122,1
5,34,202,172,1
188,121,113,206,1
54,37,205,209,1
64,62,197,97,1
43,157,20,143,1
117,217,125,87,1
151,237,6,43,1
60,205,213,93,1
185,220,101,147,1
129,226,215,152,1
167,94,145,52,1
61,111,6,242,1
147,78,103,227,1
121,146,134,92,1
101,32,239,105,1
66,168,47,194,1
207,134,75,167,1
60,84,19,111,1
198,235,24,32,1
47,245,123,45,1
168,167,30,198,1
198,199,105,28,1
199,249,230,167,1
66,98,112,247,1
192,241,236,10,1
110,77,146,67,1
175,107,0,43,1
113,131,101,124,1
45,88,90,113,1
154,196,128,27,1
124,167,20,72,1
218,215,218,81,1
24,198,221,216,1
94,61,7,100,1
165,154,163,202,1
103,129,195,42,1
46,101,90,212,1
95,181,230,97,1
104,131,69,120,1
86,172,226,233,1
112,30,211,165,1
164,92,81,15,1
187,210,226,222,1
87,236,176,160,1
170,64,187,47,1
222,93,210,66,1
27,123,254,220,1
212,124,171,188,1
163,197,217,120,1
43,156,134,43,1
111,90,173,220,1
45,61,187,249,1
110,183,48,140,1
38,111,191,10,1
110,49,167,250,1
205,210,31,78,1
185,220,101,6,1
167,114,7,64,1
106,75,3,7,1
185,206,92,209,1
221,178,97,120,1
101,68,78,76,1
159,65,98,214,1
167,71,243,218,1
197,234,83,189,1
189,174,137,83,1
195,33,237,83,1
64,62,197,194,1
110,77,137,183,1
23,90,160,147,1
65,49,20,71,1
59,50,17,5,1
101,79,166,210,1
80,249,113,12,1
111,70,15,212,1
154,82,128,41,1
43,128,107,253,1
106,251,248,26,1
98,52,116,108,1
43,128,11,171,1
170,64,177,80,1
205,210,31,11,1
146,19,191,125,1
203,189,125,11,1
185,216,71,34,1
201,159,95,70,1
118,44,118,203,1
142,93,187,197,1
138,68,208,38,1
185,220,101,26,1
217,12,221,131,1
47,245,90,35,1
121,26,0,106,1
124,89,86,171,1
159,223,215,144,1
199,19,226,30,1
220,85,247,129,1
188,121,107,155,1
61,168,183,17,1
87,236,176,198,1
177,124,216,106,1
164,90,202,89,1
182,73,123,118,1
185,100,85,23,1
87,120,84,144,1
220,178,246,43,1
221,214,55,220,1
137,184,255,56,1
59,126,181,199,1
34,93,88,9,1
146,190,83,237,1
142,132,136,113,1
162,243,146,50,1
149,202,79,129,1
175,210,171,119,1
177,17,229,245,1
192,241,207,79,1
180,101,88,239,1
112,133,204,98,1
180,106,224,161,1
198,235,24,26,1
36,66,212,226,1
143,110,248,34,1
183,233,177,34,1
193,239,146,94,1
181,48,37,172,1
46,119,48,155,1
87,236,176,131,1
107,182,128,213,1
152,32,188,228,1
43,163,205,190,1
51,195,251,91,1
24,213,8,242,1
220,164,229,157,1
175,31,254,136,1
213,160,169,37,1
65,49,1,68,1
134,17,94,221,1
121,8,180,219,1
223,171,91,124,1
159,223,206,185,1
59,126,208,143,1
147,78,103,165,1
175,199,149,94,1
198,199,95,90,1
8,222,204,75,1
85,203,26,53,1
122,176,118,123,1
112,166,228,75,1
1,28,192,130,1
87,236,176,239,1
122,96,31,133,1
185,130,159,232,1
198,199,94,8,1
45,156,129,22,1
37,229,197,81,1
167,172,194,232,1
122,187,229,118,1
82,64,99,212,1
121,238,192,133,1
42,179,171,223,1
94,200,20,66,1
206,189,138,54,1
188,121,118,215,1
192,42,116,204,1
164,90,224,134,1
43,163,234,87,1
112,238,15,251,1
12,87,44,90,1
213,252,140,118,1
167,172,136,188,1
122,187,230,233,1
170,64,169,240,1
87,236,176,42,1
221,158,139,154,1
185,233,19,214,1
43,159,56,183,1
112,111,27,23,1
200,81,166,219,1
117,248,250,182,1
191,36,152,41,1
181,13,182,49,1
111,61,212,166,1
203,189,235,69,1
187,140,187,29,1
70,181,124,215,1
198,235,24,90,1
137,184,21,124,1
24,120,10,18,1
180,101,88,225,1
175,206,2,7,1
37,44,238,213,1
112,253,33,14,1
76,253,190,249,1
41,161,72,65,1
92,46,255,154,1
36,95,227,3,1
64,62,197,211,1
58,47,82,19,1
59,61,215,86,1
218,92,0,96,1
138,68,208,45,1
192,241,236,53,1
64,62,197,161,1
134,209,176,120,1
43,128,103,128,1
223,25,66,160,1
190,230,233,208,1
96,127,174,90,1
199,249,230,108,1
85,228,158,212,1
220,84,204,83,1
27,121,83,93,1
117,211,52,26,1
120,211,138,2,1
63,47,117,108,1
112,116,97,127,1
45,240,88,35,1
93,104,214,182,1
66,94,108,120,1
198,199,108,16,1
106,206,137,161,1
180,107,6,96,1
122,96,63,50,1
5,180,254,85,1
45,184,44,146,1
116,248,33,33,1
58,47,6,89,1
14,160,70,182,1
222,107,16,231,1
194,26,192,79,1
42,85,201,155,1
114,230,1,170,1
78,71,29,183,1
39,165,96,236,1
128,1,61,199,1
179,228,87,139,1
124,45,27,84,1
159,65,118,51,1
185,156,44,115,1
111,70,19,5,1
106,12,167,159,1
183,239,137,146,1
165,227,211,13,1
221,161,235,14,1
122,141,103,94,1
47,236,9,37,1
59,6,139,190,1
199,241,136,77,1
95,124,251,29,1
198,199,112,86,1
46,176,223,232,1
83,50,46,86,1
67,86,145,4,1
167,94,138,150,1
147,78,103,76,1
168,228,4,121,1
103,175,172,114,1
136,185,6,116,1
222,246,108,209,1
159,192,106,226,1
147,182,188,81,1
73,0,225,161,1
113,12,241,0,1
165,154,128,158,1
142,165,14,7,1
95,229,5,214,1
64,62,197,110,1
81,71,76,104,1
223,197,231,77,1
120,192,28,111,1
80,94,92,241,1
118,178,139,138,1
110,180,146,21,1
175,165,119,0,1
49,174,79,34,1
194,237,10,242,1
59,99,48,19,1
60,23,160,87,1
177,137,97,70,1
192,241,197,6,1
198,235,24,70,1
162,243,169,163,1
27,7,219,100,1
37,28,171,207,1
176,114,144,145,1
223,84,31,107,1
80,109,134,173,1
81,209,179,153,1
193,70,112,194,1
111,93,200,50,1
1,234,63,161,1
69,115,184,24,1
74,82,47,59,1
52,176,51,76,1
107,150,117,169,1
123,175,94,212,1
111,70,20,43,1
84,63,63,254,1
218,63,225,158,1
69,75,129,174,1
176,62,189,81,1
121,239,80,25,1
61,146,122,50,1
103,155,81,180,1
194,113,235,169,1
221,156,222,170,1
192,241,198,11,1
62,99,90,19,1
68,46,172,138,1
178,175,130,250,1
104,248,136,100,1
159,223,184,185,1
187,189,3,242,1
106,110,219,116,1
18,132,43,6,1
49,87,27,42,1
180,110,34,57,1
181,5,195,112,1
198,199,96,21,1
159,192,137,214,1
208,97,201,254,1
1,70,99,110,1
45,164,177,251,1
216,244,231,24,1
174,45,65,21,1
87,236,176,149,1
76,70,251,58,1
93,187,32,42,1
39,98,40,237,1
112,133,204,99,1
162,243,147,18,1
179,1,67,86,1
79,124,58,78,1
110,183,16,166,1
77,240,47,136,1
82,194,18,135,1
222,121,95,78,1
115,69,54,25,1
43,153,88,74,1
212,112,98,98,1
123,172,68,161,1
110,180,139,175,1
8,218,29,104,1
45,137,205,154,1
124,244,189,67,1
121,226,129,140,1
60,172,23,218,1
176,236,151,150,1
192,241,216,48,1
60,171,155,218,1
186,124,165,241,1
130,255,129,21,1
71,167,232,237,1
64,112,74,178,1
109,233,17,91,1
183,134,89,247,1
59,95,12,75,1
8,142,131,98,1
206,189,151,151,1
1,70,81,130,1
218,92,0,120,1
106,209,210,161,1
111,70,25,57,1
159,192,104,62,1
121,226,230,113,1
87,236,176,206,1
45,156,128,15,1
114,32,165,150,1
80,94,95,184,1
136,185,15,57,1
65,20,203,193,1
117,95,241,25,1
150,116,241,172,1
117,239,76,153,1
192,241,218,38,1
181,10,148,130,1
117,186,96,54,1
23,90,160,141,1
27,203,117,15,1
91,145,233,217,1
81,56,120,1,1
156,146,59,174,1
159,203,208,14,1
178,68,103,9,1
180,250,247,45,1
220,158,140,38,1
103,146,55,222,1
70,61,109,130,1
124,234,219,118,1
208,180,16,38,1
193,218,118,158,1
88,211,77,59,1
120,232,250,221,1
117,50,192,222,1
35,224,216,78,1
190,103,179,98,1
134,209,200,13,1
148,72,122,228,1
62,234,181,214,1
115,165,210,149,1
223,82,210,173,1
203,162,235,66,1
168,181,186,7,1
121,165,105,194,1
198,199,98,133,1
132,255,224,57,1
37,192,24,16,1
101,25,28,6,1
117,214,155,69,1
68,114,48,249,1
108,191,154,34,1
62,28,184,124,1
168,138,2,164,1
74,82,47,26,1
110,183,22,36,1
166,141,138,109,1
192,241,227,54,1
38,80,117,143,1
167,99,107,57,1
123,5,186,202,1
124,234,129,176,1
68,69,184,66,1
64,62,197,225,1
120,211,137,186,1
223,8,5,178,1
163,123,143,131,1
206,189,189,7,1
76,169,64,240,1
122,252,83,152,1
218,206,54,51,1
104,152,52,110,1
205,210,31,169,1
41,79,107,220,1
198,199,111,177,1
104,168,96,242,1
2,181,0,61,1
192,241,196,106,1
112,105,16,47,1
46,114,221,205,1
114,219,240,165,1
99,9,201,110,1
152,32,151,188,1
192,241,237,34,1
152,32,143,46,1
78,188,200,100,1
223,8,207,160,1
110,182,78,40,1
139,59,18,217,1
104,202,212,96,1
64,62,197,206,1
206,251,214,120,1
69,55,54,65,1
164,92,193,23,1
152,32,150,169,1
146,120,248,162,1
113,230,23,228,1
86,48,17,199,1
45,83,64,80,1
147,78,241,136,1
196,191,228,64,1
182,218,67,13,1
111,70,36,174,1
1,22,138,123,1
112,29,98,156,1
61,83,4,50,1
45,40,57,179,1
193,188,21,49,1
176,112,232,109,1
163,5,169,21,1
220,130,84,232,1
159,203,2,10,1
123,22,16,144,1
192,9,135,73,1
120,138,4,188,1
146,88,241,173,1
184,178,172,5,1
152,32,215,136,1
134,19,132,81,1
201,150,173,154,1
223,197,242,106,1
200,52,80,34,1
185,233,19,165,1
103,224,218,113,1
87,236,176,219,1
185,220,101,156,1
183,177,245,7,1
223,82,115,196,1
137,184,255,51,1
107,170,240,34,1
194,35,43,175,1
49,88,154,124,1
177,136,110,112,1
162,216,149,144,1
111,70,20,166,1
50,62,141,183,1
2,193,148,103,1
14,54,88,4,1
101,13,0,3,1
181,102,21,131,1
47,229,25,64,1
111,59,206,224,1
198,235,24,195,1
114,218,214,84,1
103,149,9,178,1
160,153,146,67,1
82,65,140,218,1
47,113,148,21,1
102,152,137,162,1
37,139,129,88,1
79,140,250,90,1
117,88,69,107,1
107,189,30,86,1
49,207,183,11,1
199,249,230,177,1
84,228,117,203,1
138,68,166,210,1
189,167,50,224,1
144,24,75,155,1
65,49,20,124,1
192,241,208,64,1
45,225,120,3,1
223,8,194,249,1
187,148,112,120,1
180,2,229,33,1
113,4,245,165,1
205,210,31,249,1
114,239,126,254,1
45,189,128,254,1
68,178,145,201,1
203,210,197,199,1
45,81,34,173,1
118,123,105,93,1
185,36,211,30,1
157,230,144,224,1
104,248,253,245,1
183,82,127,147,1
180,1,157,125,1
119,237,34,222,1
218,4,100,19,1
177,52,198,33,1
47,156,156,37,1
95,70,166,118,1
110,183,48,9,1
85,208,214,86,1
107,189,5,203,1
90,166,168,236,1
45,142,182,120,1
159,89,160,225,1
123,175,90,93,1
196,188,76,254,1
61,216,171,50,1
121,163,208,40,1
175,107,0,51,1
184,168,115,59,1
152,32,200,188,1
36,92,246,14,1
180,119,166,139,1
180,183,248,153,1
223,8,223,185,1
114,218,141,85,1
138,0,239,70,1
78,139,121,189,1
84,216,152,25,1
137,184,35,63,1
213,186,198,190,1
113,30,150,23,1
167,94,146,19,1
101,36,106,84,1
172,96,251,203,1
205,210,31,184,1
49,86,21,41,1
180,30,41,150,1
223,151,225,59,1
218,248,29,102,1
124,123,71,60,1
170,64,141,207,1
193,26,115,35,1
94,153,212,78,1
109,72,170,205,1
49,86,104,127,1
115,242,247,86,1
1,235,192,218,1
34,140,169,180,1
221,12,137,6,1
112,98,110,210,1
76,115,113,152,1
42,228,221,43,1
117,44,200,189,1
165,227,63,187,1
189,93,199,209,1
49,176,237,128,1
190,120,229,98,1
167,94,146,18,1
104,28,157,166,1
75,149,243,85,1
178,128,40,163,1
121,89,166,144,1
107,170,238,10,1
118,68,180,221,1
102,214,191,250,1
85,173,250,160,1
217,24,182,132,1
185,236,228,31,1
189,139,147,245,1
94,67,108,8,1
220,246,66,209,1
83,209,205,203,1
187,45,102,231,1
187,188,168,93,1
116,72,18,3,1
201,131,203,110,1
159,192,148,159,1
89,191,239,118,1
122,117,93,182,1
49,86,215,174,1
110,42,213,157,1
195,8,40,172,1
123,232,114,218,1
87,236,176,231,1
192,241,229,25,1
94,67,125,162,1
35,203,211,6,1
112,213,125,230,1
91,135,97,177,1
77,52,12,151,1
113,221,35,191,1
23,154,177,4,1
175,194,42,112,1
65,49,1,26,1
82,207,8,170,1
87,236,176,151,1
71,114,94,153,1
60,190,195,146,1
114,239,101,97,1
79,236,250,198,1
106,110,213,54,1
23,128,248,26,1
20,66,122,213,1
180,103,101,43,1
95,88,147,151,1
180,106,166,172,1
1,69,40,249,1
119,185,87,27,1
222,189,115,44,1
68,178,145,14,1
212,33,240,241,1
142,93,182,189,1
93,38,62,15,1
92,204,139,139,1
218,75,78,42,1
103,187,147,100,1
132,247,105,174,1
165,22,180,92,1
45,164,177,204,1
203,110,94,87,1
103,187,191,137,1
91,211,63,83,1
223,199,63,77,1
39,104,81,199,1
188,68,49,235,1
133,232,179,137,1
94,43,52,242,1
115,238,44,237,1
167,248,133,169,1
170,64,182,196,1
110,178,33,100,1
222,246,127,41,1
126,117,130,46,1
114,32,82,187,1
213,7,246,198,1
1,9,78,242,1
159,192,138,26,1
198,199,101,88,1
51,210,138,64,1
43,156,58,112,1
113,194,128,215,1
77,92,151,232,1
218,92,0,124,1
163,123,143,145,1
162,243,148,23,1
181,13,182,44,1
186,151,170,222,1
47,106,218,207,1
14,243,38,167,1
147,78,85,7,1
58,82,167,102,1
211,221,148,38,1
93,47,168,80,1
107,170,241,18,1
221,170,84,200,1
23,128,248,22,1
154,12,95,20,1
122,168,199,151,1
39,100,37,138,1
49,89,251,243,1
175,46,253,75,1
23,84,75,116,1
89,233,158,18,1
113,161,50,49,1
101,43,223,75,1
117,233,163,237,1
202,91,78,34,1
37,238,159,150,1
175,39,66,123,1
182,23,111,75,1
180,116,96,215,1
103,86,146,91,1
120,72,28,14,1
87,236,176,66,1
157,245,88,255,1
101,231,1,152,1
192,241,196,119,1
31,168,152,116,1
5,165,92,141,1
202,171,94,20,1
107,152,98,5,1
5,167,98,73,1
199,250,131,109,1
154,196,230,2,1
63,134,243,190,1
60,103,236,128,1
198,199,113,107,1
198,235,24,140,1
146,88,241,162,1
82,165,1,72,1
128,199,62,182,1
103,182,155,216,1
124,89,86,252,1
196,188,141,100,1
176,65,145,194,1
199,77,205,173,1
64,62,197,96,1
116,70,236,181,1
60,117,166,88,1
223,197,162,18,1
61,167,212,92,1
37,109,62,9,1
190,129,60,186,1
191,241,145,70,1
185,100,86,121,1
106,75,210,200,1
178,134,88,134,1
190,185,162,99,1
84,15,158,107,1
162,142,125,84,1
104,152,52,228,1
205,210,31,210,1
123,17,227,34,1
125,35,89,222,1
200,122,181,2,1
121,205,224,175,1
59,94,10,140,1
123,127,231,74,1
64,62,197,210,1
185,233,19,208,1
8,217,194,91,1
197,214,117,195,1
161,35,0,70,1
199,77,205,150,1
65,20,215,56,1
201,148,20,53,1
107,170,247,16,1
112,26,7,149,1
20,86,230,142,1
45,83,65,128,1
138,68,208,40,1
185,142,239,16,1
123,173,89,170,1
89,186,28,250,1
200,59,91,18,1
14,63,224,17,1
177,126,58,49,1
202,131,106,238,1
104,152,52,241,1
8,222,138,77,1
180,116,169,180,1
122,117,193,130,1
95,170,201,34,1
59,178,216,58,1
107,170,245,5,1
92,26,84,52,1
68,183,105,14,1
119,96,44,63,1
96,87,134,246,1
159,203,88,30,1
103,36,51,19,1
60,219,157,64,1
193,47,61,35,1
49,213,192,141,1
190,109,228,245,1
205,210,31,132,1
